順番,名前,H,A,B,S,C,D,タイプ1,タイプ2,捕獲率,基礎経験値,努力値1,努力値2,持ち物50%,持ち物5%,性別判定,孵化歩数,初期懐き度,経験値タイプ,タマゴグループ1,タマゴグループ2,特性1,特性2,逃走値,色，向き,夢特性,28byte目,進化条件1,汎用変数1,進化先1,進化に必要なレベル1,進化条件2,汎用変数2,進化先2,進化に必要なレベル2,進化条件3,汎用変数3,進化先3,進化に必要なレベル3,進化条件4,汎用変数4,進化先4,進化に必要なレベル4,進化条件5,汎用変数5,進化先5,進化に必要なレベル5,
67,ゴーリキー終,80,100,70,45,50,60,闘,闘,90,146,8,0,アイテムなし,きあいのハチマキ,63,20,70,3,8,8,こんじょう終　　,ふくつのこころ終,0,7,0,0,通信交換,0,カイリキー終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
68,カイリキー終,90,130,80,55,65,85,闘,闘,45,193,12,0,アイテムなし,きあいのハチマキ,63,20,70,3,8,8,こんじょう終　　,ふくつのこころ終,0,7,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
69,マダツボミ終,50,75,35,40,70,30,草,毒,255,84,4,0,アイテムなし,アイテムなし,127,20,70,3,7,7,ようりょくそ終　,ーーーーーーー終,0,3,0,0,普通にレベルアップ,21,ウツドン終　,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
70,ウツドン終　,65,90,50,55,85,45,草,毒,120,151,8,0,アイテムなし,アイテムなし,127,20,70,3,7,7,ようりょくそ終　,ーーーーーーー終,0,3,0,0,アイテム使用,リーフのいし,ウツボット終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
71,ウツボット終,80,105,65,70,100,70,草,毒,45,191,12,0,アイテムなし,アイテムなし,127,20,70,3,7,7,ようりょくそ終　,ーーーーーーー終,0,3,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
72,メノクラゲ終,40,40,35,70,50,100,水,毒,190,105,0,4,アイテムなし,アイテムなし,127,20,70,5,9,9,クリアボディ終　,へドロえき終　　,0,1,0,0,普通にレベルアップ,30,ドククラゲ終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
73,ドククラゲ終,80,70,65,100,80,120,水,毒,60,205,0,8,アイテムなし,アイテムなし,127,20,70,5,9,9,クリアボディ終　,へドロえき終　　,0,1,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
74,イシツブテ終,40,80,100,20,30,30,岩,地,255,86,16,0,アイテムなし,アイテムなし,127,15,70,3,10,10,いしあたま終　　,がんじょう終　　,0,5,0,0,普通にレベルアップ,25,ゴローン終　,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
75,ゴローン終　,55,95,115,35,45,45,岩,地,120,134,32,0,アイテムなし,かたいいし,127,15,70,3,10,10,いしあたま終　　,がんじょう終　　,0,5,0,0,通信交換,0,ゴローニャ終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
76,ゴローニャ終,80,120,130,45,55,65,岩,地,45,177,48,0,アイテムなし,かたいいし,127,15,70,3,10,10,いしあたま終　　,がんじょう終　　,0,5,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
77,ポニータ終　,50,85,55,90,65,65,炎,炎,190,152,64,0,アイテムなし,アイテムなし,127,20,70,0,5,5,にげあし終　　　,もらいび終　　　,0,2,0,0,普通にレベルアップ,40,ギャロップ終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
78,ギャロップ終,65,100,70,105,80,80,炎,炎,60,192,128,0,アイテムなし,アイテムなし,127,20,70,0,5,5,にげあし終　　　,もらいび終　　　,0,2,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
79,ヤドン終　　,90,65,65,15,40,40,水,超,190,99,1,0,アイテムなし,アイテムなし,127,20,70,0,1,2,どんかん終　　　,マイペース終　　,50,9,0,0,普通にレベルアップ,37,ヤドラン終　,0,特定のアイテムを持たせた状態で通信交換,おうじゃのしるし,ヤドキング終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
80,ヤドラン終　,95,75,110,30,100,80,水,超,75,164,32,0,アイテムなし,アイテムなし,127,20,70,0,1,2,どんかん終　　　,マイペース終　　,0,9,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
81,コイル終　　,25,35,70,45,95,55,電,鋼,190,89,0,1,アイテムなし,アイテムなし,255,20,70,0,10,10,じりょく終　　　,がんじょう終　　,0,7,0,0,普通にレベルアップ,30,レアコイル終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
82,レアコイル終,50,60,95,70,120,70,電,鋼,60,161,0,2,アイテムなし,じしゃく,255,20,70,0,10,10,じりょく終　　　,がんじょう終　　,0,7,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
83,カモネギ終　,52,90,55,60,58,62,無,飛,45,94,4,0,アイテムなし,ながねぎ,127,20,70,0,4,5,せいしんりょく終,はりきり終　　　,0,5,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
84,ドードー終　,35,85,45,75,35,35,無,飛,190,96,4,0,アイテムなし,アイテムなし,127,20,70,0,4,4,にげあし終　　　,はやおき終　　　,50,5,0,0,普通にレベルアップ,31,ドードリオ終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
85,ドードリオ終,60,110,70,110,60,60,無,飛,45,158,8,0,アイテムなし,するどいくちばし,127,20,70,0,4,4,にげあし終　　　,はやおき終　　　,0,5,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
86,パウワウ終　,65,45,55,45,45,70,水,水,190,100,0,4,ナナシのみ,アイテムなし,127,20,70,0,2,5,あついしぼう終　,ーーーーーーー終,0,8,0,0,普通にレベルアップ,34,ジュゴン終　,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
87,ジュゴン終　,90,70,80,70,70,95,水,氷,75,176,0,8,ナナシのみ,とけないこおり,127,20,70,0,2,5,あついしぼう終　,ーーーーーーー終,0,8,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
88,ベトベター終,80,80,50,25,40,50,毒,毒,190,90,1,0,アイテムなし,ヘドロアイス,127,20,70,0,11,11,あくしゅう終　　,ねんちゃく終　　,0,6,0,0,普通にレベルアップ,38,ベトベトン終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
89,ベトベトン終,105,105,75,50,65,100,毒,毒,75,157,5,0,アイテムなし,アイテムなし,127,20,70,0,11,11,あくしゅう終　　,ねんちゃく終　　,0,6,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
90,シェルダー終,30,65,100,40,45,25,水,水,190,97,16,0,しんじゅ,おおきなしんじゅ,127,20,70,5,9,9,シェルアーマー終,ーーーーーーー終,0,6,0,0,アイテム使用,みずのいし,パルシェン終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
91,パルシェン終,50,95,180,70,85,45,水,氷,60,203,32,0,しんじゅ,おおきなしんじゅ,127,20,70,5,9,9,シェルアーマー終,ーーーーーーー終,0,6,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
92,ゴース終　　,30,35,30,80,100,35,霊,毒,190,95,0,1,アイテムなし,ヘドロアイス,127,20,70,3,11,11,ふゆう終　　　　,ポイズンミスト終,0,6,0,0,普通にレベルアップ,25,ゴースト終　,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
93,ゴースト終　,45,50,45,95,115,55,霊,毒,90,126,0,2,アイテムなし,のろいのおふだ,127,20,70,3,11,11,ふゆう終　　　　,ポイズンミスト終,0,6,0,0,通信交換,0,ゲンガー終　,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
94,ゲンガー終　,60,65,60,110,130,75,霊,毒,45,190,0,3,アイテムなし,のろいのおふだ,127,20,70,3,11,11,ふゆう終　　　　,ふゆう終　　　　,0,6,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
95,イワーク終　,35,45,160,70,30,45,岩,地,45,108,16,0,アイテムなし,かたいいし,127,25,70,0,10,10,いしあたま終　　,がんじょう終　　,0,7,0,0,特定のアイテムを持たせた状態で通信交換,メタルコート,ハガネール終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
96,スリープ終　,60,48,45,42,43,90,超,超,190,102,0,4,アイテムなし,アイテムなし,127,20,70,0,8,8,ふみん終　　　　,ーーーーーーー終,0,2,0,0,普通にレベルアップ,26,スリーパー終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
97,スリーパー終,85,73,70,67,73,115,超,超,75,165,0,8,アイテムなし,アイテムなし,127,20,70,0,8,8,ふみん終　　　　,ーーーーーーー終,0,2,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
98,クラブ終　　,30,105,90,50,25,25,水,水,225,115,4,0,アイテムなし,アイテムなし,127,20,70,0,9,9,かいりきバサミ終,シェルアーマー終,0,0,0,0,普通にレベルアップ,28,キングラー終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
99,キングラー終,55,130,115,75,50,50,水,水,60,206,8,0,アイテムなし,アイテムなし,127,20,70,0,9,9,かいりきバサミ終,シェルアーマー終,0,128,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
100,ビリリダマ終,40,30,50,100,55,55,電,電,190,103,64,0,アイテムなし,モンスターボール,255,20,70,0,10,10,ぼうおん終　　　,せいでんき終　　,0,0,0,0,普通にレベルアップ,30,マルマイン終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
101,マルマイン終,60,50,70,150,80,80,電,電,60,150,128,0,モンスターボール,スーパーボール,255,20,70,0,10,10,ぼうおん終　　　,せいでんき終　　,0,0,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
102,タマタマ終　,60,40,80,40,60,45,草,超,90,98,16,0,アイテムなし,アイテムなし,127,20,70,5,7,7,ようりょくそ終　,ーーーーーーー終,75,9,0,0,アイテム使用,リーフのいし,ナッシー終　,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
103,ナッシー終　,95,95,85,55,125,75,草,超,45,212,0,2,アイテムなし,アイテムなし,127,20,70,5,7,7,ようりょくそ終　,ーーーーーーー終,0,2,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
104,カラカラ終　,50,50,95,35,40,50,地,地,190,87,16,0,アイテムなし,ふといホネ,127,20,70,0,1,1,いしあたま終　　,ひらいしん終　　,0,5,0,0,普通にレベルアップ,28,ガラガラ終　,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
105,ガラガラ終　,60,80,110,45,50,80,地,地,75,124,32,0,アイテムなし,ふといホネ,127,20,70,0,1,1,いしあたま終　　,ひらいしん終　　,0,5,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
106,サワムラー終,50,120,53,87,35,110,闘,闘,45,139,8,0,アイテムなし,アイテムなし,0,25,70,0,8,8,じゅうなん終　　,じゅうなん終　　,0,5,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
107,エビワラー終,50,105,79,76,35,110,闘,闘,45,140,0,8,アイテムなし,アイテムなし,0,25,70,0,8,8,するどいめ終　　,するどいめ終　　,0,5,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
108,ベロリンガ終,90,55,75,30,60,75,無,無,45,127,2,0,アイテムなし,アイテムなし,127,20,70,0,1,1,マイペース終　　,どんかん終　　　,0,9,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
109,ドガース終　,40,65,95,35,60,45,毒,毒,190,114,16,0,アイテムなし,アイテムなし,127,20,70,0,11,11,ふゆう終　　　　,ポイズンミスト終,0,6,0,0,普通にレベルアップ,35,マタドガス終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
110,マタドガス終,65,90,120,60,85,70,毒,毒,60,173,32,0,アイテムなし,アイテムなし,127,20,70,0,11,11,ふゆう終　　　　,ポイズンミスト終,0,6,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
111,サイホーン終,80,85,95,25,30,30,地,岩,120,135,16,0,アイテムなし,アイテムなし,127,20,70,5,1,5,ひらいしん終　　,いしあたま終　　,75,7,0,0,普通にレベルアップ,42,サイドン終　,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
112,サイドン終　,105,130,120,40,45,45,地,岩,60,204,8,0,アイテムなし,アイテムなし,127,20,70,5,1,5,ひらいしん終　　,いしあたま終　　,0,7,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
113,ラッキー終　,250,5,5,50,35,105,無,無,30,255,2,0,アイテムなし,しあわせタマゴ,254,40,140,4,6,6,しぜんかいふく終,てんのめぐみ終　,125,9,0,0,懐き度220以上でレベルアップ,0,ハピナス終　,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
114,モンジャラ終,65,55,115,60,100,40,草,草,45,166,16,0,アイテムなし,アイテムなし,127,20,70,0,7,7,ようりょくそ終　,ーーーーーーー終,0,1,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
115,ガルーラ終　,105,95,80,90,40,80,無,無,45,175,2,0,アイテムなし,アイテムなし,254,20,70,0,1,1,はやおき終　　　,ーーーーーーー終,125,5,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
116,タッツー終　,30,40,70,60,70,25,水,水,225,83,0,1,アイテムなし,アイテムなし,127,20,70,0,2,14,すいすい終　　　,ーーーーーーー終,0,1,0,0,普通にレベルアップ,32,シードラ終　,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
117,シードラ終　,55,65,95,85,95,45,水,水,75,155,16,1,アイテムなし,アイテムなし,127,20,70,0,2,14,どくのトゲ終　　,ーーーーーーー終,0,1,0,0,特定のアイテムを持たせた状態で通信交換,りゅうのウロコ,キングドラ終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
118,トサキント終,45,67,60,63,35,50,水,水,225,111,4,0,アイテムなし,アイテムなし,127,20,70,0,12,12,すいすい終　　　,みずのベール終　,50,0,0,0,普通にレベルアップ,33,アズマオウ終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
119,アズマオウ終,80,92,65,68,65,80,水,水,60,170,8,0,アイテムなし,アイテムなし,127,20,70,0,12,12,すいすい終　　　,みずのベール終　,75,0,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
120,ヒトデマン終,30,45,55,85,70,55,水,水,225,106,64,0,ほしのすな,ほしのかけら,255,20,70,5,9,9,はっこう終　　　,しぜんかいふく終,0,5,0,0,アイテム使用,みずのいし,スターミー終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
121,スターミー終,60,75,85,115,100,85,水,超,60,207,128,0,ほしのすな,ほしのかけら,255,20,70,5,9,9,はっこう終　　　,しぜんかいふく終,0,6,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
122,バリヤード終,40,45,65,90,100,120,妖,超,45,136,0,8,アイテムなし,アイテムなし,127,25,70,0,8,8,ぼうおん終　　　,テクニシャン終　,0,9,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
123,ストライク終,70,110,80,105,55,80,虫,飛,45,187,4,0,アイテムなし,アイテムなし,127,25,70,0,3,3,むしのしらせ終　,テクニシャン終　,125,3,0,0,特定のアイテムを持たせた状態で通信交換,メタルコート,ハッサム終　,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
124,ルージュラ終,65,50,35,95,115,95,氷,超,45,137,0,2,アイテムなし,アイテムなし,254,25,70,0,8,8,どんかん終　　　,ーーーーーーー終,0,0,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
125,エレブー終　,65,83,57,105,95,85,電,電,45,156,128,0,アイテムなし,アイテムなし,63,25,70,0,8,8,せいでんき終　　,ーーーーーーー終,0,130,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
126,ブーバー終　,65,95,57,93,100,85,炎,炎,45,167,0,2,アイテムなし,アイテムなし,63,25,70,0,8,8,ほのおのからだ終,ーーーーーーー終,0,0,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
127,カイロス終　,65,125,100,85,55,70,虫,虫,45,200,8,0,アイテムなし,アイテムなし,127,25,70,5,3,3,かいりきバサミ終,じしんかじょう終,125,5,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
128,ケンタロス終,75,100,95,110,40,70,無,無,45,211,68,0,アイテムなし,アイテムなし,0,20,70,5,5,5,いかく終　　　　,ーーーーーーー終,125,5,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
129,コイキング終,20,10,55,80,15,20,水,水,255,20,64,0,アイテムなし,おうじゃのしるし,127,5,70,5,12,14,すいすい終　　　,ーーーーーーー終,25,0,0,0,普通にレベルアップ,20,ギャラドス終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
130,ギャラドス終,95,125,79,81,60,100,水,飛,45,214,8,0,アイテムなし,アイテムなし,127,5,70,5,12,14,いかく終　　　　,じしんかじょう終,0,1,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
131,ラプラス終　,130,85,80,60,85,95,水,氷,45,219,2,0,アイテムなし,アイテムなし,127,40,70,5,1,2,ちょすい終　　　,シェルアーマー終,0,1,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
132,メタモン終　,48,48,48,48,48,48,無,無,35,61,1,0,アイテムなし,メタルパウダー,255,20,70,0,13,13,じゅうなん終　　,へんしょく終　　,0,6,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
133,イーブイ終　,55,55,50,55,45,65,無,無,45,92,0,4,アイテムなし,アイテムなし,31,35,70,0,5,5,にげあし終　　　,ーーーーーーー終,0,5,0,0,アイテム使用,かみなりのいし,サンダース終,0,アイテム使用,みずのいし,シャワーズ終,0,アイテム使用,ほのおのいし,ブースター終,0,懐き度220以上で午後にレベルアップ,0,エーフィ終　,0,懐き度220以上で午前にレベルアップ,0,ブラッキー終,0,
134,シャワーズ終,130,65,60,65,110,95,水,水,45,196,2,0,アイテムなし,アイテムなし,31,35,70,0,5,5,ちょすい終　　　,ーーーーーーー終,0,1,0,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,進化なし,0,？？？？？終,0,
